"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","role","averageRating","numVotes"
"tt3631112","movie","The Girl on the Train","The Girl on the Train",0,2016,"\N","112","Crime,Drama,Mystery","music department",6.5,195989
"tt3631112","movie","The Girl on the Train","The Girl on the Train",0,2016,"\N","112","Crime,Drama,Mystery","composer",6.5,195989
"tt3631112","movie","The Girl on the Train","The Girl on the Train",0,2016,"\N","112","Crime,Drama,Mystery","music department",6.5,195989
"tt3631112","movie","The Girl on the Train","The Girl on the Train",0,2016,"\N","112","Crime,Drama,Mystery","composer",6.5,195989
"tt3633454","tvSeries","Animeme","Animeme",0,2012,"\N","\N","Animation,Comedy","soundtrack",5.4,25
"tt3633454","tvSeries","Animeme","Animeme",0,2012,"\N","\N","Animation,Comedy","soundtrack",5.4,25
"tt3757728","videoGame","Lego Batman 3: Beyond Gotham","Lego Batman 3: Beyond Gotham",0,2014,"\N","\N","Action,Adventure,Animation","soundtrack",7.5,1953
"tt3757728","videoGame","Lego Batman 3: Beyond Gotham","Lego Batman 3: Beyond Gotham",0,2014,"\N","\N","Action,Adventure,Animation","soundtrack",7.5,1953
"tt3767682","movie","The Hitch","The Hitch",0,2014,"\N","82","Documentary","soundtrack",7.5,183
"tt3767682","movie","The Hitch","The Hitch",0,2014,"\N","82","Documentary","soundtrack",7.5,183
"tt3861390","movie","Dumbo","Dumbo",0,2019,"\N","112","Adventure,Family,Fantasy","composer",6.3,80978
"tt3861390","movie","Dumbo","Dumbo",0,2019,"\N","112","Adventure,Family,Fantasy","composer",6.3,80978
"tt3861390","movie","Dumbo","Dumbo",0,2019,"\N","112","Adventure,Family,Fantasy","composer",6.3,80978
"tt4026328","tvEpisode","Cereal Killer","Cereal Killer",0,2015,"\N","42","Comedy,Crime,Drama","soundtrack",7.4,284
"tt4026328","tvEpisode","Cereal Killer","Cereal Killer",0,2015,"\N","42","Comedy,Crime,Drama","soundtrack",7.4,284
"tt4042474","video","The Simpsons Take the Bowl","The Simpsons Take the Bowl",0,2014,"\N","77","Animation,Comedy,Music","music department",7.3,84
"tt4042474","video","The Simpsons Take the Bowl","The Simpsons Take the Bowl",0,2014,"\N","77","Animation,Comedy,Music","music department",7.3,84
"tt4042474","video","The Simpsons Take the Bowl","The Simpsons Take the Bowl",0,2014,"\N","77","Animation,Comedy,Music","music department",7.3,84
"tt4207112","movie","Score: A Film Music Documentary","Score: A Film Music Documentary",0,2016,"\N","93","Documentary,Music","self",7.5,4806
"tt4217802","short","Cereal Killer","Cereal Killer",0,2015,"\N","4","Comedy,Family,Horror","soundtrack",7.5,13
"tt4217802","short","Cereal Killer","Cereal Killer",0,2015,"\N","4","Comedy,Family,Horror","soundtrack",7.5,13
"tt4331814","short","Tales from the Crypt","Tales from the Crypt",0,2014,"\N","2","Horror,Short","composer",5.8,17
"tt4331814","short","Tales from the Crypt","Tales from the Crypt",0,2014,"\N","2","Horror,Short","composer",5.8,17
"tt4331814","short","Tales from the Crypt","Tales from the Crypt",0,2014,"\N","2","Horror,Short","composer",5.8,17
"tt4372240","movie","78/52: Hitchcock's Shower Scene","78/52",0,2017,"\N","91","Documentary","self",7.3,3837
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","music department",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","composer",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","soundtrack",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","music department",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","composer",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","music department",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","composer",5.6,19
"tt4462246","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","5","Comedy,Short","soundtrack",5.6,19
"tt4465564","movie","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","118","Drama,Romance,Thriller","music department",4.6,108866
"tt4465564","movie","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","118","Drama,Romance,Thriller","composer",4.6,108866
"tt4465564","movie","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","118","Drama,Romance,Thriller","music department",4.6,108866
"tt4465564","movie","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","118","Drama,Romance,Thriller","composer",4.6,108866
"tt4465564","movie","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","118","Drama,Romance,Thriller","music department",4.6,108866
"tt4465564","movie","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","118","Drama,Romance,Thriller","composer",4.6,108866
"tt4477536","movie","Fifty Shades Freed","Fifty Shades Freed",0,2018,"\N","105","Drama,Romance,Thriller","composer",4.5,71620
"tt4477536","movie","Fifty Shades Freed","Fifty Shades Freed",0,2018,"\N","105","Drama,Romance,Thriller","soundtrack",4.5,71620
"tt4477536","movie","Fifty Shades Freed","Fifty Shades Freed",0,2018,"\N","105","Drama,Romance,Thriller","composer",4.5,71620
"tt4477536","movie","Fifty Shades Freed","Fifty Shades Freed",0,2018,"\N","105","Drama,Romance,Thriller","composer",4.5,71620
"tt4477536","movie","Fifty Shades Freed","Fifty Shades Freed",0,2018,"\N","105","Drama,Romance,Thriller","soundtrack",4.5,71620
"tt4498162","movie","Fun Size Horror: Volume One","Fun Size Horror: Volume One",0,2015,"\N","86","Horror","music department",4.7,400
"tt4498162","movie","Fun Size Horror: Volume One","Fun Size Horror: Volume One",0,2015,"\N","86","Horror","music department",4.7,400
"tt4498162","movie","Fun Size Horror: Volume One","Fun Size Horror: Volume One",0,2015,"\N","86","Horror","music department",4.7,400
"tt4656392","videoGame","Lego Dimensions","Lego Dimensions",0,2015,"\N","\N","Action,Adventure,Comedy","soundtrack",7.8,1194
"tt4656392","videoGame","Lego Dimensions","Lego Dimensions",0,2015,"\N","\N","Action,Adventure,Comedy","soundtrack",7.8,1194
"tt4675692","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy","composer",8.8,8
"tt4675692","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy","composer",8.8,8
"tt4675692","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy","composer",8.8,8
"tt4791824","tvSeries","Reel Iconic","Reel Iconic",0,2015,"2016","\N","Comedy,Fantasy,Musical","soundtrack",6.8,10
"tt4791824","tvSeries","Reel Iconic","Reel Iconic",0,2015,"2016","\N","Comedy,Fantasy,Musical","soundtrack",6.8,10
"tt4794010","tvEpisode","The Wolfpack","The Wolfpack",0,2015,"\N","\N","Documentary,News","soundtrack",6.5,14
"tt4794010","tvEpisode","The Wolfpack","The Wolfpack",0,2015,"\N","\N","Documentary,News","soundtrack",6.5,14
"tt4842194","tvEpisode","Batman: Arkham Knight","Batman: Arkham Knight",0,2015,"\N","31","Comedy","soundtrack",7.3,13
"tt4842194","tvEpisode","Batman: Arkham Knight","Batman: Arkham Knight",0,2015,"\N","31","Comedy","soundtrack",7.3,13
"tt4991632","tvSpecial","The Oscars","The Oscars",0,2016,"\N","175","Music","composer",6.4,2223
"tt4991632","tvSpecial","The Oscars","The Oscars",0,2016,"\N","175","Music","composer",6.4,2223
"tt4991632","tvSpecial","The Oscars","The Oscars",0,2016,"\N","175","Music","composer",6.4,2223
"tt5068498","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy","composer",7.8,89
"tt5068498","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy","composer",7.8,89
"tt5068498","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy","composer",7.8,89
"tt5283130","tvEpisode","Batman: Arkham Knight","Batman: Arkham Knight",0,2015,"\N","5","Comedy","soundtrack",7.2,12
"tt5283130","tvEpisode","Batman: Arkham Knight","Batman: Arkham Knight",0,2015,"\N","5","Comedy","soundtrack",7.2,12
"tt5289938","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Documentary,Short","composer",4.8,14
"tt5289938","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Documentary,Short","composer",4.8,14
"tt5289938","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Documentary,Short","composer",4.8,14
"tt5292622","tvMiniSeries","When We Rise","When We Rise",0,2017,"2017","85","Drama","music department",7.5,3322
"tt5292622","tvMiniSeries","When We Rise","When We Rise",0,2017,"2017","85","Drama","composer",7.5,3322
"tt5292622","tvMiniSeries","When We Rise","When We Rise",0,2017,"2017","85","Drama","music department",7.5,3322
"tt5292622","tvMiniSeries","When We Rise","When We Rise",0,2017,"2017","85","Drama","composer",7.5,3322
"tt5292622","tvMiniSeries","When We Rise","When We Rise",0,2017,"2017","85","Drama","music department",7.5,3322
"tt5292622","tvMiniSeries","When We Rise","When We Rise",0,2017,"2017","85","Drama","composer",7.5,3322
"tt5293836","video","The Incredible Ang Lee","The Incredible Ang Lee",0,2003,"\N","14","Documentary,Short","self",5.8,11
"tt5297048","tvSpecial","Cirque du Soleil: Le Grand Concert","Cirque du Soleil: Le Grand Concert",0,2015,"\N","76","Music,Musical","soundtrack",8.5,8
"tt5297048","tvSpecial","Cirque du Soleil: Le Grand Concert","Cirque du Soleil: Le Grand Concert",0,2015,"\N","76","Music,Musical","soundtrack",8.5,8
"tt5302770","tvEpisode","Just Add Magic","Just Add Magic",0,2016,"\N","26","Comedy,Drama,Family","soundtrack",8,121
"tt5302770","tvEpisode","Just Add Magic","Just Add Magic",0,2016,"\N","26","Comedy,Drama,Family","soundtrack",8,121
"tt5355542","movie","The Great Everything & the Nothing","The Great Everything & the Nothing",0,2016,"\N","215","Mystery","soundtrack",8.8,25
"tt5355542","movie","The Great Everything & the Nothing","The Great Everything & the Nothing",0,2016,"\N","215","Mystery","soundtrack",8.8,25
"tt5458446","video","Spider-Man: Director Profile, Sam Raimi","Spider-Man: Director Profile, Sam Raimi",0,2002,"\N","7","Short","self",7.7,39
"tt5458454","video","Spider-Man: Composer Profile, Danny Elfman","Spider-Man: Composer Profile, Danny Elfman",0,2002,"\N","7","Short","self",6.6,16
"tt5458470","video","Behind the Scenes of 'Spider-Man'","Behind the Scenes of 'Spider-Man'",0,2004,"\N","32","Documentary,Short","self",6.4,12
"tt5464264","tvEpisode","Lego Dimensions","Lego Dimensions",0,2015,"\N","\N","\N","soundtrack",7.6,10
"tt5464264","tvEpisode","Lego Dimensions","Lego Dimensions",0,2015,"\N","\N","\N","soundtrack",7.6,10
"tt5494042","tvEpisode","The Oscars","The Oscars",0,2016,"\N","\N","Comedy","composer",6.7,73
"tt5494042","tvEpisode","The Oscars","The Oscars",0,2016,"\N","\N","Comedy","composer",6.7,73
"tt5494042","tvEpisode","The Oscars","The Oscars",0,2016,"\N","\N","Comedy","composer",6.7,73
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","music department",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","composer",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","soundtrack",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","music department",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","composer",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","music department",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","composer",3.9,34
"tt5646200","videoGame","Spider-Man 2","Spider-Man 2",0,2004,"\N","\N","Action","soundtrack",3.9,34
"tt5973876","short","Crap You!","Crap You!",0,2016,"\N","4","Horror,Short","soundtrack",7.9,16
"tt5973876","short","Crap You!","Crap You!",0,2016,"\N","4","Horror,Short","soundtrack",7.9,16
"tt6111574","movie","The Woman in the Window","The Woman in the Window",0,2021,"\N","100","Crime,Drama,Mystery","composer",5.7,80913
"tt6111574","movie","The Woman in the Window","The Woman in the Window",0,2021,"\N","100","Crime,Drama,Mystery","composer",5.7,80913
"tt6111574","movie","The Woman in the Window","The Woman in the Window",0,2021,"\N","100","Crime,Drama,Mystery","composer",5.7,80913
"tt6171202","short","Weird Simpsons VHS","Weird Simpsons VHS",0,2015,"\N","2","Animation,Comedy,Horror","soundtrack",7.4,43
"tt6171202","short","Weird Simpsons VHS","Weird Simpsons VHS",0,2015,"\N","2","Animation,Comedy,Horror","soundtrack",7.4,43
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","music department",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","composer",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","soundtrack",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","music department",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","composer",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","music department",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","composer",6.8,29634
"tt6288124","movie","Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,"\N","114","Biography,Comedy,Drama","soundtrack",6.8,29634
"tt6474096","tvEpisode","The Blacklist","The Blacklist",0,2016,"\N","\N","Talk-Show","soundtrack",8.6,11
"tt6474096","tvEpisode","The Blacklist","The Blacklist",0,2016,"\N","\N","Talk-Show","soundtrack",8.6,11
"tt6673612","movie","Dolittle","Dolittle",0,2020,"\N","101","Adventure,Comedy,Family","composer",5.6,69319
"tt6673612","movie","Dolittle","Dolittle",0,2020,"\N","101","Adventure,Comedy,Family","composer",5.6,69319
"tt6673612","movie","Dolittle","Dolittle",0,2020,"\N","101","Adventure,Comedy,Family","composer",5.6,69319
"tt6692756","videoGame","Dick Tracy","Dick Tracy",0,1990,"\N","\N","\N","composer",4.6,21
"tt6692756","videoGame","Dick Tracy","Dick Tracy",0,1990,"\N","\N","\N","composer",4.6,21
"tt6692756","videoGame","Dick Tracy","Dick Tracy",0,1990,"\N","\N","\N","composer",4.6,21
"tt6775324","short","Saturday on Earth","Saturday on Earth",0,2017,"\N","\N","Fantasy,Short","soundtrack",8.6,13
"tt6775324","short","Saturday on Earth","Saturday on Earth",0,2017,"\N","\N","Fantasy,Short","soundtrack",8.6,13
"tt6782014","tvSeries","Mystery Science Theater 3000","Mystery Science Theater 3000: The Return",0,2017,"2022","90","Comedy,Drama,Horror","soundtrack",8.1,4035
"tt6782014","tvSeries","Mystery Science Theater 3000","Mystery Science Theater 3000: The Return",0,2017,"2022","90","Comedy,Drama,Horror","soundtrack",8.1,4035
"tt6870610","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy","music department",7,54
"tt6870610","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy","composer",7,54
"tt6870610","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy","music department",7,54
"tt6870610","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy","composer",7,54
"tt6870610","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy","music department",7,54
"tt6870610","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy","composer",7,54
"tt6906192","short","Blank Class","Blank Class",0,2017,"\N","8","Fantasy,Short","soundtrack",7.6,5
"tt6906192","short","Blank Class","Blank Class",0,2017,"\N","8","Fantasy,Short","soundtrack",7.6,5
"tt7042182","short","Lakesong","Lakesong",0,2017,"\N","19","Drama,Fantasy,Short","soundtrack",9.6,10
"tt7042182","short","Lakesong","Lakesong",0,2017,"\N","19","Drama,Fantasy,Short","soundtrack",9.6,10
"tt7202954","tvEpisode","XX","XX",0,2017,"\N","24","Comedy,Talk-Show","thanks",8.2,33
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","music department",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","composer",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","soundtrack",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","music department",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","composer",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","music department",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","composer",7.9,12
"tt7229712","tvEpisode","Fifty Shades of Grey","Fifty Shades of Grey",0,2015,"\N","\N","Comedy,Talk-Show","soundtrack",7.9,12
"tt7233384","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy,Talk-Show","composer",5.7,10
"tt7233384","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy,Talk-Show","composer",5.7,10
"tt7233384","tvEpisode","Avengers: Age of Ultron","Avengers: Age of Ultron",0,2015,"\N","\N","Comedy,Talk-Show","composer",5.7,10
"tt7248048","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy,Talk-Show","music department",8.6,18
"tt7248048","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy,Talk-Show","composer",8.6,18
"tt7248048","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy,Talk-Show","music department",8.6,18
"tt7248048","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy,Talk-Show","composer",8.6,18
"tt7248048","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy,Talk-Show","music department",8.6,18
"tt7248048","tvEpisode","Fifty Shades Darker","Fifty Shades Darker",0,2017,"\N","\N","Comedy,Talk-Show","composer",8.6,18
"tt7313410","tvSeries","Cannonball","Cannonball",0,2017,"2017","\N","Action,Comedy,Game-Show","soundtrack",6.2,38
"tt7313410","tvSeries","Cannonball","Cannonball",0,2017,"2017","\N","Action,Comedy,Game-Show","soundtrack",6.2,38
"tt7414644","tvEpisode","Cannonball","Cannonball",0,2017,"\N","\N","Adventure,Drama,History","soundtrack",7.7,382
"tt7414644","tvEpisode","Cannonball","Cannonball",0,2017,"\N","\N","Adventure,Drama,History","soundtrack",7.7,382
"tt7424200","movie","Teen Titans GO! To the Movies","Teen Titans Go! To the Movies",0,2018,"\N","84","Action,Adventure,Animation","soundtrack",6.7,21175
"tt7424200","movie","Teen Titans GO! To the Movies","Teen Titans Go! To the Movies",0,2018,"\N","84","Action,Adventure,Animation","soundtrack",6.7,21175
"tt7481632","tvSeries","BaseBoys","BaseBoys",0,2018,"\N","15","Drama,Family,Music","music department",6.8,80
"tt7481632","tvSeries","BaseBoys","BaseBoys",0,2018,"\N","15","Drama,Family,Music","music department",6.8,80
"tt7481632","tvSeries","BaseBoys","BaseBoys",0,2018,"\N","15","Drama,Family,Music","music department",6.8,80
"tt7637314","tvEpisode","Justice League","Justice League",0,2017,"\N","\N","Comedy,Talk-Show","composer",7.2,22
"tt7637314","tvEpisode","Justice League","Justice League",0,2017,"\N","\N","Comedy,Talk-Show","soundtrack",7.2,22
"tt7637314","tvEpisode","Justice League","Justice League",0,2017,"\N","\N","Comedy,Talk-Show","composer",7.2,22
"tt7637314","tvEpisode","Justice League","Justice League",0,2017,"\N","\N","Comedy,Talk-Show","composer",7.2,22
"tt7637314","tvEpisode","Justice League","Justice League",0,2017,"\N","\N","Comedy,Talk-Show","soundtrack",7.2,22
"tt7649882","tvEpisode","Justice League","Justice League",0,2017,"\N","39","Comedy,Talk-Show","composer",8.8,68
"tt7649882","tvEpisode","Justice League","Justice League",0,2017,"\N","39","Comedy,Talk-Show","soundtrack",8.8,68
